|user_id|created_at|senator_name|text
71|2891210047|2022-05-19T16:53:29.000Z|Dan Sullivan|RT  High prices at the pump and high inflation prices are crushing American families This is a self inflecting wound says 
72|2891210047|2022-05-19T17:09:33.000Z|Dan Sullivan|Thank you  for your support and for your strong advocacy on behalf of everyday American investors 
73|2891210047|2022-05-19T18:05:50.000Z|Dan Sullivan|A quirk in federal law has allowed the Big 3 Wall Street asset managers to wield enormous voting power at shareholder meetings where theyve pushed radical political agendas most Americans oppose   My INDEX Act would fix this massive market distortion 
74|2891210047|2022-05-19T19:05:00.000Z|Dan Sullivan|Just because an average American investor may not vote their shares if given the opportunity doesnt mean that power should reside with the Big 3 asset firms   As I told  in a sense the decision not to vote is a vote in itselfone that should belong to shareholders 
75|2891210047|2022-05-19T19:32:41.000Z|Dan Sullivan|I agree  Most Americans are fed up with Woke Inc especially Wall Streets reckless blackballing of American energy  Appreciate your voice on this  would welcome your supportinput on INDEX Act 
76|2891210047|2022-05-20T12:30:01.000Z|Dan Sullivan|More than 60 of Americans want to produce more US oil  gas But Wall Street disagrees and is hijacking millions of Americans investments to blackball the energy sector 
77|2891210047|2022-05-20T13:30:00.000Z|Dan Sullivan|More on the INDEX Act ️  
78|2891210047|2022-05-20T15:15:00.000Z|Dan Sullivan|Our INDEX Act is quite simple It just says that the beneficial owner who owns the shares is the entity or person entitled to votenot the managers of these massive passive index funds 
79|2891210047|2022-05-20T16:25:29.000Z|Dan Sullivan|RT   Can you comment on the Biden Admins recent actions that have restricted American energy production  Bide
80|2891210047|2022-05-20T17:46:51.000Z|Dan Sullivan|Ive heard from senior Japanese officials that White House Climate Czar John Kerry has discouraged them from importing cleanburning US LNG Whose side is this guy on  In  I asked Bidens Energy Secretary Granholm if she agrees  
81|2891210047|2022-05-22T23:46:21.000Z|Dan Sullivan|I have been encouraging senior Biden Administration officials for months not to leave Taiwan out of the IndoPacific Trade Pact This is a strategic mistake that signals to Beijing they can call the shots economically in the IndoPacific   
82|2891210047|2022-05-22T23:47:37.000Z|Dan Sullivan|Its disturbing that the Administration appears to be doing exactly what the Chinese Communist Party wants  economically isolating Taiwan Instead of isolating Taiwan the Biden Administration should be supporting this important island democracy
83|2891210047|2022-05-24T20:01:34.000Z|Dan Sullivan|Students from Anchor Lutheran School in Anchorage joined me in the big atrium of the Hart Senate Office Buildingpart of their school tour of American historic sites up and down the East Coast 
84|2891210047|2022-05-24T20:04:08.000Z|Dan Sullivan|Its always the highlight of my day getting to meet with young Alaskans especially hearing about their hopes and plans the future Thank you to the moms and dads teachers and chaperones for making meaningful experiences like this possible 
85|2891210047|2022-05-25T20:43:10.000Z|Dan Sullivan|Julie and I are horrified by the events that occurred yesterday in Uvalde Texas At the heart of these evil acts is a sickness threatening our nation The common theme of almost all of these mass shootings is the social alienation of sick young men often fueled by social media
86|2891210047|2022-05-25T20:43:28.000Z|Dan Sullivan|In that regard I believe our nation is in the initial stages of a severe mental health crisis manifesting in the worst ways imaginable especially among our youth The causes are multifaceted and I am deeply committed to understanding and addressing this crisis
87|2891210047|2022-05-26T19:20:03.000Z|Dan Sullivan|Dont miss a very special AlaskanoftheWeek on the Senate floor beginning around 345pm EDT  1145am AKT  Watch live  
88|2891210047|2022-05-27T19:37:17.000Z|Dan Sullivan|As  chair it was an honor to present Alexey Navalny the John S McCain Freedom Award Persecuted poisoned  now in a Russian jail cell he is proof the call for justice  democracy cannot be silenced Thank you  for your strength  courage standwithnavalny 
89|2891210047|2022-05-27T23:36:54.000Z|Dan Sullivan|RT  On Thursday May 26th the  hosted Hoover Capital Conversations featuring  in conversation with
90|2891210047|2022-05-30T19:59:27.000Z|Dan Sullivan|Today all across our great state all across our great nation communities will gather to pay homage to those who gave their all in defense of our nation I hope you have a wonderful meaningful MemorialDay 
